xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08
cpt:Y	30.312500000000000
cpt:X	-97.562500000000000
1957	72.054369515253342
1958	51.118358516566744
1959	50.141797929499120
1960	47.776903046338717
1961	62.774085643093024
1962	66.400445595944817
1963	55.442482217640553
1964	65.520932506381968
1965	59.899071748894414
1966	49.918455975908643
1967	52.130949583702076
1968	50.013376290195083
1969	62.882955139943192
1970	48.614502155946994
1971	59.647482011446854
1972	60.870259978263284
1973	55.301240971979340
1974	31.490803529875343
1975	55.569194929947230
1976	65.468412043470153
1977	56.873334595573354
1978	50.833189020599512
1979	57.340882897328619
1980	74.008455052151575
1981	61.872361627174371
1982	56.636434793379422
1983	58.892166156316662
1984	51.184658330988732
1985	54.992786347008206
1986	73.208497519491942
1987	60.600758543485640
1988	60.897108684889126
1989	56.478876316792885
1990	66.078711988295268
1991	56.946308247705304
1992	55.355032113256257
1993	55.224912683314656
1994	55.662837843489946
1995	47.451877731465075
1996	55.205832458539192
1997	51.214793544782125
1998	70.257812713872596
1999	68.096798188220419
2000	63.363240180624558
2001	61.073383798458678
2002	54.541814916943359
2003	57.555005915243640
2004	49.244832358269512
2005	43.956834957806080
2006	53.362678166333026
2007	57.279540744280268
2008	52.272721480396683
2009	59.809350055451986
2010	64.445137127578803
