xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09
cpt:Y	30.187500000000000
cpt:X	-98.562500000000000
1957	86.490578144176808
1958	89.765138539066399
1959	77.039863940145267
1960	93.722456511643841
1961	87.461863668569791
1962	87.535293018609721
1963	93.370113742833695
1964	104.57482067855351
1965	86.376969195533931
1966	53.431023119567577
1967	105.23740588054636
1968	86.151564151463106
1969	90.811669350365577
1970	83.807283655606113
1971	93.123266384935036
1972	103.41751998017409
1973	89.502051257788850
1974	93.742261227250665
1975	95.299775495974984
1976	94.955940417509154
1977	94.797065318342078
1978	95.860034243966851
1979	90.054609303220843
1980	108.61733653961232
1981	88.628668223666352
1982	140.61409927227683
1983	91.299484559433850
1984	107.18880532076253
1985	83.642823213267164
1986	124.51449631752735
1987	75.156176362211866
1988	108.74673493190662
1989	92.934443261880631
1990	103.28592149169351
1991	66.561433004473386
1992	153.34153933937316
1993	86.426173421214699
1994	120.98181204019664
1995	64.680110332429805
1996	75.757176752992876
1997	112.89670337246932
1998	91.732162870522544
1999	87.483702130329561
2000	108.97926977529272
2001	92.634451820271480
2002	95.452416319570489
2003	98.720094548184861
2004	91.400567252357646
2005	99.731176618805677
2006	97.524246957824829
2007	115.83186568996190
2008	93.065801985235453
2009	74.503474538185770
2010	81.846188582494548
