xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09
cpt:Y	29.312500000000000
cpt:X	-98.312500000000000
1957	70.317859642351209
1958	89.052022867408567
1959	92.807607566804762
1960	69.072859922941134
1961	110.24332755041547
1962	118.68904619129640
1963	98.593859404267818
1964	111.19675752823386
1965	86.386287519242657
1966	92.256729972113405
1967	104.37445435112683
1968	90.322972414777155
1969	102.59625019057742
1970	113.70672144058342
1971	101.72199271850965
1972	68.668450839893836
1973	100.69466800467279
1974	99.207144552158994
1975	126.71740794897741
1976	98.317293810424360
1977	96.392992364217406
1978	101.21818953906225
1979	87.343812775668766
1980	99.514520781527864
1981	98.259541745192280
1982	77.320704134470390
1983	102.78155119157624
1984	98.244379222699322
1985	102.34037151357974
1986	83.297487882622733
1987	67.210610849549653
1988	132.53494758762832
1989	103.18041548261795
1990	82.373284749214406
1991	36.000285389817371
1992	104.43110394282836
1993	65.671012356996812
1994	87.616812489026131
1995	119.02268546501799
1996	104.02598694203031
1997	59.176728499592500
1998	119.54751270551704
1999	109.43611563647883
2000	113.45931334878350
2001	100.02871132216669
2002	87.168746015044505
2003	101.06068219273497
2004	121.44284355240384
2005	101.11610604065834
2006	120.00607865888313
2007	124.30616510212737
2008	115.71902826362404
2009	76.996099657012351
2010	121.21107091205741
