xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	02
cpt:Y	30.187500000000000
cpt:X	-98.687500000000000
1957	65.893527870938442
1958	57.858219370755116
1959	32.892216074996433
1960	48.427394070679696
1961	45.653144389156580
1962	51.806511982325404
1963	35.575685427688214
1964	44.045097594815459
1965	45.158237898191601
1966	61.030274575552077
1967	51.690368699195730
1968	50.910621797977406
1969	61.171851477575913
1970	54.684155341892492
1971	49.681344059766744
1972	63.945033956084941
1973	61.122399092621229
1974	30.595038756534677
1975	59.502215070524031
1976	39.300769014653454
1977	78.082343566530852
1978	64.045441471425889
1979	59.989685648278055
1980	42.315456987805568
1981	51.330863779712161
1982	46.898061331895804
1983	89.487840209344995
1984	55.416335753695414
1985	29.948982045096038
1986	56.137426189407286
1987	66.678448677609168
1988	51.833998057932895
1989	36.235383935971065
1990	53.444030402651812
1991	63.616970663396721
1992	64.160784132192418
1993	54.411773083348017
1994	56.611749151495268
1995	64.714665286513792
1996	44.110926604502751
1997	55.472215277615369
1998	63.259979695613765
1999	37.864040323803422
2000	44.336976259520668
2001	57.659102306689142
2002	32.284327995632395
2003	63.397222629348732
2004	52.975768519919718
2005	57.917841806077888
2006	65.848685224023455
2007	74.373483550717424
2008	48.009421405582337
2009	44.487152008690153
2010	59.070660697186682
