xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	08
cpt:Y	29.562500000000000
cpt:X	-98.187500000000000
1957	67.144259904885502
1958	65.221218787533388
1959	53.180896889187046
1960	59.394467290675493
1961	66.628887977779442
1962	86.778775201025468
1963	45.524565068119593
1964	73.315959128971926
1965	48.457139185152194
1966	65.478392374789166
1967	53.354945698819222
1968	54.775210182577226
1969	68.217828762816197
1970	63.804535985908274
1971	67.806916847263679
1972	52.928334599187878
1973	71.631547577962507
1974	67.649676780379124
1975	73.365265111993892
1976	72.615877027107160
1977	74.980675292645685
1978	72.441526711126130
1979	60.618285992132407
1980	61.107095660915043
1981	54.614618655361369
1982	36.364193098917937
1983	66.499207194416840
1984	76.871368307614460
1985	68.309443079491956
1986	35.693770885089243
1987	59.099584397410950
1988	83.863593574856708
1989	74.109936852293146
1990	57.051368255025352
1991	46.155973767209417
1992	24.163470483849792
1993	39.330974621686948
1994	54.728084450181910
1995	52.189352183540450
1996	65.272526361282416
1997	51.559636479898245
1998	82.791515734381463
1999	81.893123063065104
2000	65.967098531528549
2001	64.813536995804810
2002	56.486060966093845
2003	67.031496707765371
2004	54.629060909357790
2005	61.446771512580831
2006	62.361026662573366
2007	74.998794573461041
2008	72.961389515773661
2009	54.776158564975489
2010	82.427311133972410
