xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04
cpt:Y	29.687500000000000
cpt:X	-98.437500000000000
1957	59.569046358524645
1958	65.616655967415454
1959	58.292747979882265
1960	53.799879736605327
1961	58.678220377241161
1962	61.286768737466190
1963	75.078628204309993
1964	49.860503266439416
1965	99.536777965821585
1966	87.599827067735902
1967	56.865112199636627
1968	75.747452955635268
1969	76.736840279167765
1970	57.441463895874179
1971	74.957637066129465
1972	83.442949301465447
1973	72.350385968076424
1974	48.634572404677272
1975	45.589102008729270
1976	66.548428450112581
1977	75.372501851860093
1978	72.220478996877560
1979	61.680429053896589
1980	88.431431401965398
1981	72.611219047816761
1982	66.402556296058677
1983	75.163728763868363
1984	65.893548491228643
1985	81.019264834000751
1986	75.061075526284611
1987	75.672543890827114
1988	57.261057158498318
1989	60.298878822733741
1990	72.099135861020628
1991	83.211991239710599
1992	83.782529094407209
1993	91.884302304302452
1994	86.754726201436014
1995	71.383666723153141
1996	66.799438997660559
1997	60.231006980418115
1998	61.110027509779478
1999	59.444111777314802
2000	71.759809595591932
2001	71.439093025014458
2002	92.537497607142896
2003	66.220244795436003
2004	75.974801135528750
2005	81.480408613245132
2006	57.735123727694543
2007	78.402255050161415
2008	28.350772569760082
2009	75.230554054352694
2010	51.972236157460792
