xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09
cpt:Y	29.312500000000000
cpt:X	-97.312500000000000
1957	113.17286294956530
1958	101.93766964282058
1959	97.528692447066845
1960	111.32898928190333
1961	117.84878593182576
1962	120.98786208952141
1963	111.87832400756089
1964	104.52191984723342
1965	95.301020801896343
1966	105.89375925328267
1967	100.90671561539254
1968	98.083643685517174
1969	116.06511447612534
1970	106.33810033394376
1971	109.29549036305478
1972	108.16004277580731
1973	103.35233561369424
1974	120.59099727247666
1975	115.81469751051762
1976	126.00499017963364
1977	93.434904805113121
1978	91.466920008864520
1979	75.216401970456701
1980	120.76764240327080
1981	117.52307890376666
1982	114.39359472280914
1983	110.83518237362989
1984	109.45741989740139
1985	110.17296457913592
1986	98.567709991031563
1987	123.09546390516947
1988	118.51204386560040
1989	139.50006129994941
1990	93.806406612160004
1991	122.31776328661157
1992	126.09170493478058
1993	119.00468898882156
1994	106.64286154765817
1995	128.44481895865192
1996	119.86766506434684
1997	94.186044834109495
1998	99.371586125689390
1999	116.71546938641680
2000	115.08846569097618
2001	104.11171300188649
2002	100.08757804004925
2003	99.180044665122850
2004	97.427114204394599
2005	109.61046880092535
2006	106.86678989960150
2007	125.03463231123848
2008	118.42936915092564
2009	118.21183574890053
2010	89.156607451098139
