xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05
cpt:Y	30.187500000000000
cpt:X	-97.687500000000000
1957	90.566713072479246
1958	100.04846575060155
1959	110.64042349051135
1960	93.504339879178175
1961	103.82634783834395
1962	139.57469445094412
1963	114.87713162971899
1964	101.86993036741053
1965	135.20593981710081
1966	89.784279589952860
1967	105.38386960636130
1968	96.819808592120751
1969	142.15151656645031
1970	67.100236953775493
1971	103.60365346589380
1972	109.45369755631366
1973	93.161763581602884
1974	92.478645837571520
1975	122.08124579172350
1976	100.64807502478052
1977	91.894044898173348
1978	135.80316460753679
1979	92.553422677682349
1980	104.87784593446600
1981	102.70075933970217
1982	154.15128278264137
1983	124.38038287298326
1984	61.832485646190079
1985	79.207561378261985
1986	112.43588244225762
1987	115.53186875768142
1988	85.746427449269532
1989	113.47265311516995
1990	129.36495488447864
1991	122.16122355071806
1992	152.12842790405460
1993	161.87682250569407
1994	79.252773208952206
1995	114.83229867307131
1996	147.13105860675614
1997	145.17958433593142
1998	88.766306242184655
1999	70.334624577754084
2000	74.502974924492733
2001	105.09741236187271
2002	107.81012523888883
2003	132.36300205473461
2004	112.31340436582721
2005	108.52216792947310
2006	85.157617909835537
2007	107.76411166614668
2008	86.204584619903812
2009	163.69738514824166
2010	145.25803062206785
