xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	11
cpt:Y	29.937500000000000
cpt:X	-98.687500000000000
1957	109.95569816796534
1958	48.198826875185524
1959	43.767301624991319
1960	56.439821052410181
1961	72.559802567709639
1962	67.445487232278950
1963	62.197777990898913
1964	50.676689289000905
1965	68.963463121194309
1966	78.718563829842566
1967	26.912774640991181
1968	99.063692461485942
1969	88.076291907724169
1970	83.260062522482514
1971	80.377466440778832
1972	92.796828802584471
1973	66.647081537426246
1974	100.18404382751534
1975	50.573944604549048
1976	75.737452389245703
1977	68.681210763882433
1978	94.548331411156141
1979	64.934909519203302
1980	53.223389479280620
1981	65.705822676250222
1982	115.29383657300980
1983	70.766892997619451
1984	57.684917802257360
1985	73.952595342779631
1986	78.455996704461342
1987	98.657999963523707
1988	30.455338664282642
1989	20.084210205857332
1990	67.882100815856461
1991	71.026290245597210
1992	110.59759712121337
1993	80.489743718882579
1994	94.359417025660576
1995	51.440284536317002
1996	77.672568496956018
1997	126.70372434724392
1998	38.903804613558989
1999	50.841430715274427
2000	60.875558247245550
2001	86.274066871512133
2002	66.574806524826215
2003	87.821019174012292
2004	72.749419334853670
2005	90.654373350813913
2006	59.083706814961857
2007	38.439311716088348
2008	51.207954172837944
2009	61.614390351713631
2010	63.829861948655527
