xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12
cpt:Y	29.937500000000000
cpt:X	-97.687500000000000
1957	76.142174332053088
1958	66.249185883533073
1959	37.661686877281937
1960	43.509390073061823
1961	29.141414456439051
1962	47.665966377194394
1963	78.415776591593215
1964	29.291222595538137
1965	103.68074302663527
1966	38.025219888565680
1967	80.640007369920752
1968	74.377863290300198
1969	40.631909640591360
1970	34.735429235513266
1971	58.029488912246990
1972	55.268929074917018
1973	3.6696930384671234
1974	32.659944470076823
1975	12.693384755674174
1976	113.29889538487652
1977	36.669488992495914
1978	40.888461113194623
1979	43.169491759632997
1980	78.532714591130514
1981	67.062501441267287
1982	83.594884049683358
1983	16.905229901643317
1984	41.252375514064738
1985	56.357172607800720
1986	102.37768506661587
1987	62.401118620076915
1988	15.658423683910030
1989	87.521832021082972
1990	73.149524323400300
1991	101.54965713319000
1992	58.462585620373254
1993	72.987240049057618
1994	67.510268789010354
1995	56.035288361755498
1996	97.766936147169602
1997	82.287657675056778
1998	28.251056362886672
1999	33.512653947773650
2000	51.195159879057456
2001	31.648090390218510
2002	66.750963049649300
2003	27.492253331799752
2004	60.284429963052681
2005	66.308225973929126
2006	54.516440775451152
2007	35.704020002716391
2008	24.925078488134652
2009	78.373528435920363
2010	15.362521430829005
