xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09
cpt:Y	29.687500000000000
cpt:X	-98.562500000000000
1957	97.694333357192690
1958	121.59417323226660
1959	80.769137721880639
1960	125.91141845020788
1961	65.804646343383993
1962	118.91927656214213
1963	138.87864654957377
1964	166.38358134105877
1965	72.789202648915648
1966	83.486061421344473
1967	82.217408194294308
1968	83.964719578546408
1969	110.47313693255180
1970	26.470689470065096
1971	87.761360067296266
1972	115.58868556984667
1973	103.40195400865829
1974	86.450909151572304
1975	127.30976214797926
1976	103.12245283411825
1977	77.654317510790619
1978	111.84907167395662
1979	80.088581064424474
1980	105.83930987676501
1981	106.43462795584561
1982	76.723792284623784
1983	90.577568594193266
1984	90.470607860161579
1985	135.65430258083330
1986	92.529433636664507
1987	73.478586746373452
1988	100.71555825747984
1989	54.138906047208081
1990	106.65096119783723
1991	70.582141016770350
1992	42.745552658138138
1993	89.038147907790901
1994	60.636898472614384
1995	114.86944616659937
1996	85.907948118228290
1997	54.892845239168089
1998	111.84542729344236
1999	109.84955650865126
2000	94.533962363220297
2001	70.305707352566429
2002	126.63982239708129
2003	121.20097854339365
2004	126.25235566974759
2005	136.48732394713272
2006	122.85098296039737
2007	103.04075464613565
2008	85.325215306644964
2009	89.367247828284420
2010	108.59886431572575
