xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05
cpt:Y	29.312500000000000
cpt:X	-97.312500000000000
1957	148.31613597992285
1958	95.890012189987061
1959	93.860661281334018
1960	119.19483157932532
1961	113.79143156248983
1962	89.147830243417772
1963	107.83782424703065
1964	93.770074998240489
1965	124.10226116919424
1966	114.83731441178945
1967	129.31361299795674
1968	132.45312686471337
1969	136.89771044240410
1970	93.926889515288735
1971	108.30408967579237
1972	105.17016785773259
1973	49.353002202686895
1974	82.083322463763054
1975	116.74770421460522
1976	101.03930335920607
1977	120.45099880749871
1978	76.616927868782255
1979	120.83549189149171
1980	104.41523905947105
1981	85.740369660408845
1982	122.46888228995678
1983	108.74371310135278
1984	93.220671031285917
1985	87.458517635203918
1986	124.21767877800828
1987	166.03514743596628
1988	98.689104841521001
1989	90.898394399126346
1990	118.60964730494250
1991	104.02911432477887
1992	116.74658684166488
1993	153.03413652469413
1994	118.76142636311695
1995	101.88784251993087
1996	126.03206850016323
1997	149.57700842704907
1998	55.745059443590776
1999	57.008053493027106
2000	93.101977061714450
2001	116.66305702213691
2002	101.84980119100101
2003	103.19532965986990
2004	66.187519305914250
2005	93.291952910532885
2006	114.13171196215630
2007	103.30277122831903
2008	87.295927868171148
2009	106.63615903793080
2010	61.814912073935332
