xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07
cpt:Y	29.937500000000000
cpt:X	-97.687500000000000
1957	53.244512440234033
1958	62.364714693080714
1959	38.819653618244715
1960	41.704285388211893
1961	40.432869590151711
1962	50.989495318632713
1963	58.336481168243047
1964	32.952631239973620
1965	72.723820722358028
1966	68.942274263917369
1967	31.759043261669838
1968	22.841576149309748
1969	62.130714332615618
1970	55.888654816615379
1971	28.068597256834774
1972	51.806376938016207
1973	27.724158502007477
1974	16.638091939197864
1975	20.919354138637132
1976	69.966176221536870
1977	50.918547187131729
1978	34.582375512835412
1979	56.046402356415534
1980	60.697311338381446
1981	41.255421834000032
1982	46.366262853353462
1983	64.338523686175122
1984	38.955954824767993
1985	10.302046341140880
1986	19.596740224641355
1987	44.391399221848346
1988	66.478607574482723
1989	62.817496113873361
1990	26.702130141486499
1991	41.537717857559969
1992	64.846356887223237
1993	56.698914780809389
1994	37.460137911606282
1995	47.028659425169877
1996	49.095431514875820
1997	71.033379766435615
1998	48.113185340887100
1999	47.784956475511251
2000	47.449076675136013
2001	60.834965753782612
2002	69.995130562178360
2003	70.266984994565888
2004	31.076939423651016
2005	84.525103121512444
2006	45.808373724876851
2007	55.505225330893268
2008	40.797575622412097
2009	54.144323781980759
2010	52.079130617734165
