xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12
cpt:Y	29.437500000000000
cpt:X	-98.687500000000000
1957	75.567645167811065
1958	45.437086831919508
1959	30.691412719915043
1960	25.831810483266032
1961	17.407664311437010
1962	43.104403258183773
1963	50.868725751115562
1964	34.073703653410270
1965	46.555587323158846
1966	34.498770464346478
1967	50.337216955879740
1968	50.360654288982374
1969	49.512796062812257
1970	48.430179129530444
1971	56.611091119102909
1972	38.921940851596311
1973	17.118789319868267
1974	48.551247789221271
1975	32.240278678176942
1976	66.398892829458404
1977	41.566618320526509
1978	63.887074505471766
1979	31.700906362891111
1980	55.214539256821389
1981	41.237364607602423
1982	60.792419145973938
1983	28.044394235919032
1984	25.324659665318830
1985	36.885135660296264
1986	43.672283039709100
1987	43.826955152113683
1988	13.519054808339778
1989	47.863838283943942
1990	34.408859261606494
1991	38.001607636978726
1992	41.481495099736357
1993	58.947788541350164
1994	65.857021473456712
1995	44.551062059997292
1996	48.444206336195641
1997	54.555129971629853
1998	31.766010788337368
1999	29.834397557377365
2000	40.286044301331380
2001	36.459360951004669
2002	42.022902318777177
2003	40.186631353087797
2004	52.829818896891112
2005	43.564756290718151
2006	32.843453168711008
2007	33.853606117526709
2008	19.980219138848391
2009	55.888082341454179
2010	4.4154972391343890
