xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	09
cpt:Y	29.562500000000000
cpt:X	-98.437500000000000
1957	96.387495954907507
1958	115.14191669742843
1959	77.297169277568031
1960	117.11375095041700
1961	61.065235506289511
1962	136.06635169826103
1963	147.49869978960214
1964	183.19509285307288
1965	56.469434778362775
1966	81.284055628968588
1967	75.060398325286428
1968	78.633625156086197
1969	102.12126428672960
1970	34.692297329203264
1971	72.263986748480136
1972	102.64649982743764
1973	98.900685385621685
1974	80.231166698153430
1975	121.09234701642826
1976	99.845155433221038
1977	79.532797793917368
1978	104.13580341420342
1979	73.933627711221845
1980	98.999279159356149
1981	108.67470708862434
1982	74.255860347668516
1983	84.371329875203969
1984	84.473706873315038
1985	127.78274601025574
1986	81.553205533483009
1987	61.858425039591765
1988	96.516920007623398
1989	48.128667605779349
1990	103.40242573409766
1991	67.475533195124001
1992	45.324346530022524
1993	83.864241612203060
1994	58.717864167417012
1995	115.84888459655309
1996	79.180946299818487
1997	48.898916093057650
1998	113.57901427544572
1999	108.59277665939477
2000	87.315683792632726
2001	74.317402097857808
2002	115.02143747556305
2003	113.43308651071104
2004	119.71230345380918
2005	130.57601271106350
2006	125.59415261419460
2007	103.16229057074395
2008	80.020075737032826
2009	95.256702632986915
2010	104.28916559101899
