xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03
cpt:Y	29.562500000000000
cpt:X	-97.812500000000000
1957	48.940353791359676
1958	60.664528037307839
1959	57.081776116142024
1960	53.729002773897342
1961	55.092012009203593
1962	55.946560382016713
1963	51.114774048210450
1964	52.024221876443065
1965	48.366315774097430
1966	54.628874242143105
1967	50.003969779006766
1968	47.968321437825068
1969	54.111625915252446
1970	54.336588224792536
1971	46.259212750821050
1972	58.122202321760824
1973	52.657275101905007
1974	47.534444856650964
1975	51.033829335571824
1976	43.723642152045144
1977	56.668621751983920
1978	39.318210466438970
1979	51.270051718622021
1980	49.216074279050581
1981	51.065472590967083
1982	45.712565905656447
1983	50.861932617528588
1984	59.089624508775017
1985	43.578241783973041
1986	54.234750208705449
1987	66.622089590963967
1988	57.150356588668139
1989	48.096332222932837
1990	48.199095545920017
1991	48.236082492255285
1992	57.608865833103913
1993	50.871044712470720
1994	54.830713032456906
1995	54.444846178473448
1996	49.949763181368297
1997	57.533491985310668
1998	62.179504447882856
1999	41.159581823519126
2000	45.030493974564415
2001	43.535743776183303
2002	52.413737818288055
2003	75.848552768674409
2004	61.338357686745148
2005	57.391562349430622
2006	46.392222337139245
2007	48.244850837220419
2008	50.377403943023992
2009	48.785688430336094
2010	48.472603480844214
