xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	11
cpt:Y	29.312500000000000
cpt:X	-97.687500000000000
1957	82.370230212787746
1958	57.061931780407377
1959	52.058679743920869
1960	55.714120126736574
1961	52.847394619860630
1962	64.256163429033521
1963	70.192151502962091
1964	41.803917158931107
1965	104.25643013006072
1966	67.226145272328679
1967	98.498879791306791
1968	57.666935269046697
1969	70.557055716030590
1970	55.185316582580057
1971	56.513930487792763
1972	85.063748044762860
1973	52.181048802929325
1974	52.612354138569231
1975	45.935384846656511
1976	79.232568828696046
1977	62.208585608201979
1978	75.469561482798312
1979	56.958241702634552
1980	59.120934806760154
1981	67.878868445684788
1982	101.01576660044248
1983	54.418830333222381
1984	43.737004511189056
1985	69.042829886331646
1986	91.095032134411042
1987	89.240230512434039
1988	47.579904184335405
1989	56.699905042247480
1990	78.086969769901017
1991	89.482792334923943
1992	92.501060511681601
1993	76.548408411973796
1994	97.447643387143216
1995	65.200824288529176
1996	60.025008137760580
1997	110.40152921183341
1998	44.342764941220729
1999	38.400236562048676
2000	63.219937727879660
2001	52.394104598663390
2002	100.39738836459307
2003	64.713935597723435
2004	79.566504896997415
2005	68.873734590304636
2006	74.281923117804368
2007	55.267846062446729
2008	69.603496494279725
2009	98.352342995085152
2010	40.784816683127580
