xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01
cpt:Y	30.312500000000000
cpt:X	-98.062500000000000
1957	66.241863699401932
1958	61.608206430728373
1959	53.683054737087367
1960	51.281492985609063
1961	59.449991244721026
1962	53.896642619601856
1963	61.530286580625535
1964	54.139106949762947
1965	50.257610933866175
1966	61.198376891006532
1967	50.759893227682454
1968	53.202304878478444
1969	50.434241001474653
1970	47.836253254679974
1971	48.068028474716527
1972	62.825526070393451
1973	51.751799580284796
1974	46.778439978762293
1975	44.459922811370504
1976	49.896781435186213
1977	53.644953722825264
1978	49.894954485178012
1979	59.163541076631489
1980	55.720857955805727
1981	54.976102634598107
1982	56.650414320438188
1983	65.288939512850249
1984	56.251315035563387
1985	42.790601743225849
1986	53.834208322825852
1987	74.263455207966899
1988	56.694488613031048
1989	32.482697350884763
1990	45.593216932849643
1991	50.056054221579643
1992	56.136924138626625
1993	48.063313379656719
1994	60.951344574067768
1995	59.959342421004663
1996	55.433553040229917
1997	59.486826306455924
1998	55.619927435711986
1999	53.803994330495861
2000	51.657130810460117
2001	44.948984713210365
2002	44.059797768610359
2003	61.256865746829490
2004	50.724406994409698
2005	53.595235183080341
2006	54.868955386903536
2007	53.977549199115543
2008	49.745442876095659
2009	48.149841997237189
2010	63.468186607647084
