xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05
cpt:Y	29.937500000000000
cpt:X	-98.312500000000000
1957	123.40627150321538
1958	99.730566500320208
1959	92.156107894063453
1960	90.775042079572003
1961	85.001479953510440
1962	78.782674494536209
1963	114.31682306605082
1964	79.322037593010663
1965	122.60477741900030
1966	110.56505720207501
1967	96.095404578695053
1968	90.661223534889345
1969	98.845600028915086
1970	65.959606758793484
1971	67.215670746543395
1972	126.80896402942783
1973	90.050099273226806
1974	92.230666517721318
1975	82.786041816769171
1976	89.373323526680792
1977	81.595171016637721
1978	80.470137165894926
1979	124.87360132120759
1980	108.34637728007058
1981	65.106536932953588
1982	112.23691363060040
1983	135.04145824230818
1984	87.358991266450289
1985	117.18794259815462
1986	119.66006649870377
1987	146.36756580788932
1988	80.180568924901934
1989	80.242807162224153
1990	118.02153177918490
1991	139.43200824100629
1992	205.91247569652029
1993	140.03901867382694
1994	145.91375644307394
1995	102.58292112223941
1996	75.298333575999692
1997	114.18652152028695
1998	135.86288829468313
1999	64.610286885403127
2000	87.137693168791969
2001	125.31909916593085
2002	133.39844910062789
2003	119.36500792380680
2004	103.56944630749790
2005	112.88417156669577
2006	78.192884345175813
2007	85.839225468891641
2008	52.659724176142220
2009	111.50728902594001
2010	90.216095343631949
