xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	02
cpt:Y	30.312500000000000
cpt:X	-97.312500000000000
1957	53.595354354436466
1958	57.081055803069638
1959	63.969272013183691
1960	60.518414485521760
1961	71.733772627483461
1962	64.434631300928189
1963	60.412307043357153
1964	58.528555961282507
1965	66.787022662788829
1966	64.734525355992574
1967	59.922552033814384
1968	60.267411512002880
1969	72.676043013081085
1970	58.342866356123963
1971	63.492559071594172
1972	61.351064978083997
1973	61.669360677465939
1974	63.613825300029667
1975	66.348831968077022
1976	57.528496567021683
1977	63.272165025377326
1978	62.121952864922029
1979	67.784874658554813
1980	71.534958080592631
1981	59.589838872192864
1982	65.201131827692024
1983	69.301333709027418
1984	64.078787487418651
1985	63.310385214207152
1986	59.503701876297832
1987	64.248493835384409
1988	67.763372276368543
1989	60.005432400396330
1990	50.219358516974197
1991	78.831734131009569
1992	61.216735386678160
1993	59.707658872163023
1994	66.429539134931488
1995	74.088495517116812
1996	56.953768503904755
1997	57.030590929834979
1998	66.168686896473275
1999	67.768300128844146
2000	62.033200808039481
2001	62.291990942412568
2002	57.910586790077453
2003	61.502607330416453
2004	63.903118146903644
2005	66.026038324761231
2006	69.055014112218117
2007	81.178701517211991
2008	72.887122957785849
2009	66.100370062224897
2010	70.575542241435897
