xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01
cpt:Y	30.187500000000000
cpt:X	-97.437500000000000
1957	67.848122570204751
1958	66.470962921182078
1959	62.130867717929391
1960	61.369823630438169
1961	69.762906892994494
1962	67.461072403675345
1963	68.819626133395147
1964	60.482788638831146
1965	59.254897024856788
1966	63.365022445252009
1967	60.135855039601978
1968	58.089223689437453
1969	54.724940474903953
1970	60.893110976491592
1971	61.307671674218021
1972	66.378832038249300
1973	57.721636614857218
1974	56.267704878080622
1975	55.494406405910048
1976	62.057805199952327
1977	58.395229990678523
1978	56.438094695439212
1979	63.763599000063486
1980	62.342890915717533
1981	61.983553606905360
1982	63.961716535560022
1983	61.135407439013512
1984	66.701273066961676
1985	60.551231169370993
1986	61.926731439550146
1987	68.603210270528294
1988	62.242162629285133
1989	50.282323062120149
1990	51.628713004256092
1991	55.235521739297489
1992	47.835094149730452
1993	47.103033390275684
1994	58.534017169976515
1995	61.757752890423525
1996	62.405530806867034
1997	64.784421315193669
1998	60.897426146311538
1999	62.165886268960996
2000	61.603152982514466
2001	56.325831560749798
2002	55.445188648889300
2003	60.500567204049119
2004	59.268840856190387
2005	61.310294753948106
2006	61.622864543702590
2007	62.554921548747188
2008	61.849515616526908
2009	62.479859671199122
2010	67.345220525048930
