xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05
cpt:Y	29.687500000000000
cpt:X	-98.812500000000000
1957	114.32719008815747
1958	94.294173867204563
1959	94.230013683578690
1960	88.314744032006558
1961	87.541307654129014
1962	109.84019345487314
1963	79.831695152522641
1964	80.501223050383956
1965	120.78450644955717
1966	77.723597580161382
1967	100.00034860720687
1968	93.448178095625735
1969	106.91773435670048
1970	38.263767346522798
1971	112.18114842542133
1972	121.67874769084246
1973	112.40036074494580
1974	155.77456795867928
1975	128.00769065285812
1976	116.37287835614111
1977	100.09752142445974
1978	100.65752006891896
1979	108.67935652321405
1980	121.08948513095001
1981	126.06437148087778
1982	95.607522331395501
1983	187.41483723674105
1984	92.013060904927769
1985	154.49633732031751
1986	162.31065845477528
1987	104.59068281481321
1988	87.828639745154277
1989	92.258155448607440
1990	71.434506138575827
1991	141.34008091085758
1992	158.23153647778665
1993	120.72083011276391
1994	107.94980735396655
1995	112.28843812999924
1996	31.041896251955279
1997	110.04684882036773
1998	162.53032906339891
1999	101.54520784562260
2000	105.34927160202965
2001	154.29591526088484
2002	128.27307473500883
2003	75.871617684929021
2004	75.233886263488671
2005	81.604764925865027
2006	32.125974860610953
2007	131.01677997797429
2008	71.561680640286824
2009	125.85108705430207
2010	117.58107770563765
