xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01
cpt:Y	30.312500000000000
cpt:X	-98.187500000000000
1957	53.388719721484982
1958	57.722077944623635
1959	53.624576097304455
1960	50.316899521027572
1961	41.464492100549890
1962	46.291353986331046
1963	41.094153823965001
1964	50.295992253388484
1965	37.588613203123444
1966	60.225133089338776
1967	36.823893878803318
1968	49.507674220426388
1969	65.592477108426266
1970	60.156366858909280
1971	45.116945581647784
1972	52.137392724708292
1973	54.368184316962086
1974	38.710154245858043
1975	53.760235191434738
1976	40.454456279742075
1977	64.664152900652837
1978	56.497791796794573
1979	55.045118284446040
1980	47.931782548573970
1981	50.878603655190929
1982	42.909041456906216
1983	55.094057802351401
1984	48.901334246461126
1985	40.849275123769090
1986	46.589089649721004
1987	67.331887281597119
1988	60.992823774430448
1989	30.198674506817810
1990	48.129682146184777
1991	49.689617054806639
1992	52.338792459349754
1993	50.232980228518088
1994	54.769522678310068
1995	55.775066063905030
1996	45.018051717475160
1997	47.178574809894990
1998	49.491969424324864
1999	36.404163356236019
2000	30.987094894063681
2001	40.264560986252455
2002	48.710125682426117
2003	57.113681026371424
2004	36.775873370468389
2005	59.231639385219147
2006	45.151590175659287
2007	51.382651986752528
2008	42.601728333066127
2009	51.490999276154092
2010	58.386882540051275
