xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	02
cpt:Y	29.937500000000000
cpt:X	-97.687500000000000
1957	51.681350204096177
1958	59.266623946966057
1959	84.363344916566462
1960	70.268871545878341
1961	58.930448271655138
1962	56.049516704205118
1963	55.048628115027448
1964	56.795164462142552
1965	70.179847709266284
1966	65.384632272018479
1967	50.247153149894800
1968	68.585037139438882
1969	96.243647131095798
1970	52.986452642856349
1971	55.423804820744458
1972	64.415577637928962
1973	68.497799082420684
1974	52.413521339150705
1975	68.178568287240950
1976	60.918510015782282
1977	36.273450828382920
1978	61.639174771535721
1979	60.901564030584602
1980	59.612921857107821
1981	40.293040292362690
1982	56.577307561606190
1983	60.860441749063661
1984	68.889285431065119
1985	45.714696678932256
1986	85.399407154568735
1987	42.951056510133867
1988	75.820409807397908
1989	60.492159269028235
1990	36.517178327901995
1991	91.659372634718068
1992	57.671264205161442
1993	67.201132934611110
1994	36.917323565134424
1995	66.143550238613599
1996	58.802767476635594
1997	60.656183640221677
1998	75.855893656732221
1999	55.813073001753381
2000	73.555259344482636
2001	78.667904608641209
2002	63.445498098560954
2003	67.056308881139685
2004	63.878400133097450
2005	82.433459605408729
2006	70.229130984461761
2007	78.794213119536280
2008	62.857127782469476
2009	73.138863457726231
2010	84.714430560817220
