xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	11
cpt:Y	29.437500000000000
cpt:X	-98.437500000000000
1957	47.100958912826556
1958	57.340666365734677
1959	42.518011481177410
1960	47.234442910646422
1961	40.159621441147202
1962	52.003128433539722
1963	48.428323216921086
1964	41.843287967575705
1965	74.104669001035134
1966	33.823429321356528
1967	30.689902038238209
1968	59.304267990675349
1969	48.567632235672924
1970	35.815225963081666
1971	47.187828620522993
1972	65.293643343919200
1973	28.769804182903982
1974	40.362998871093197
1975	36.936007270164787
1976	31.142771134631111
1977	42.595468011358825
1978	41.169204147467333
1979	50.473638051099577
1980	23.905060152841116
1981	41.128663529673688
1982	75.173771681690596
1983	37.369895984751260
1984	67.517007758409392
1985	80.225639007639714
1986	83.853052894007845
1987	79.554099010325444
1988	53.910370384107381
1989	59.332215455106073
1990	95.428133324948490
1991	65.823943407856831
1992	77.378881896336708
1993	68.907327506648670
1994	79.756910293548628
1995	51.221931889287539
1996	37.770436578896025
1997	31.223526202064601
1998	54.878788528099626
1999	47.504349873925513
2000	66.439285278059174
2001	61.782126690508186
2002	99.187428528215094
2003	55.506503978368464
2004	84.767327320964284
2005	54.944028299263927
2006	50.298032420172753
2007	46.082151571723855
2008	35.271898787973036
2009	56.571136487320935
2010	55.729455528624726
