xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	02
cpt:Y	29.937500000000000
cpt:X	-98.062500000000000
1957	56.969713093345561
1958	88.763391771495563
1959	72.373414275278819
1960	71.466609839561272
1961	56.315526883779761
1962	39.058429755335879
1963	50.590068443922036
1964	72.024781715342499
1965	54.089746605383105
1966	87.208780918948960
1967	48.727042951744934
1968	60.643322230052604
1969	75.524495149046032
1970	77.645977068508714
1971	40.687002557208032
1972	67.163783436583586
1973	97.163362378356325
1974	24.865580535933958
1975	41.543636927440090
1976	20.807696377986737
1977	93.127406593785864
1978	61.290190767611527
1979	57.133704828599235
1980	76.030332203809124
1981	50.543639775445428
1982	60.226315313180422
1983	86.916527048665614
1984	54.890755162752626
1985	33.082180486457759
1986	35.384334450990977
1987	64.014393827629476
1988	49.408565467175194
1989	28.530758030380696
1990	39.622048346141312
1991	63.694338914337180
1992	82.606788549713599
1993	60.617617812867451
1994	67.899711658917980
1995	74.440872672915589
1996	54.475626153846413
1997	37.497085745438120
1998	78.146946869861978
1999	38.096010888470744
2000	31.782232679830280
2001	46.671321432311977
2002	48.375092618168935
2003	67.398809417081154
2004	69.783062825865585
2005	71.881632214200025
2006	55.506211917653026
2007	85.982315999550778
2008	33.264413287737895
2009	50.197059714180881
2010	81.396995770532811
