xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=54, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05
cpt:Y	29.312500000000000
cpt:X	-97.312500000000000
1957	111.34748303511077
1958	65.679568171910347
1959	100.64819282402208
1960	99.531073849695417
1961	77.231475525377391
1962	130.71689263553412
1963	83.498078047578588
1964	115.32933096216557
1965	88.394985101024645
1966	95.538648656859621
1967	108.70859828938043
1968	84.618410377525521
1969	114.51460981850329
1970	109.32227033582828
1971	84.751316217147561
1972	91.698367406363644
1973	107.14530095744156
1974	128.37421803238078
1975	104.15190183793365
1976	105.02847021197947
1977	99.461786262880423
1978	96.276694660016517
1979	117.02053980092373
1980	125.52685149164958
1981	86.904760746679912
1982	94.601584734980548
1983	112.47157881028114
1984	119.00434498145378
1985	100.68987263770217
1986	132.27972317765835
1987	140.50540032173848
1988	87.195966505885536
1989	122.44824307334764
1990	93.748333170100693
1991	111.23550841436548
1992	90.467526695829577
1993	112.61707896171275
1994	84.428667000256411
1995	94.506167889290737
1996	99.676123017913014
1997	95.346903109555598
1998	117.21382335693208
1999	140.43080197910834
2000	107.92740185409038
2001	122.77817345153632
2002	111.29304724716138
2003	122.67665041274230
2004	97.884029880871793
2005	120.52075314814860
2006	118.43011391304698
2007	106.73971717076510
2008	113.11826548487313
2009	98.659005763902428
2010	103.07391447179788
